numeric_area_code,composite_area_code,Local Authority,PM2.5 2012 (total),PM2.5 2012 (non-anthropogenic),PM2.5 2012 (anthropogenic),PM2.5 2013 (total),PM2.5 2013 (non-anthropogenic),PM2.5 2013 (anthropogenic),PM2.5 2014 (total),PM2.5 2014 (non-anthropogenic),PM2.5 2014 (anthropogenic),PM2.5 2015 (total),PM2.5 2015 (non-anthropogenic),PM2.5 2015 (anthropogenic),PM2.5 2016 (total),PM2.5 2016 (non-anthropogenic),PM2.5 2016 (anthropogenic),PM2.5 2017 (total),PM2.5 2017 (non-anthropogenic),PM2.5 2017 (anthropogenic),PM2.5 2018 (total),PM2.5 2018 (non-anthropogenic),PM2.5 2018 (anthropogenic),PM2.5 2019 (total),PM2.5 2019 (non-anthropogenic),PM2.5 2019 (anthropogenic),PM2.5 2020 (total),PM2.5 2020 (non-anthropogenic),PM2.5 2020 (anthropogenic),PM2.5 2021 (total),PM2.5 2021 (non-anthropogenic),PM2.5 2021 (anthropogenic),PM2.5 2022 (total),PM2.5 2022 (non-anthropogenic),PM2.5 2022 (anthropogenic),PM2.5 2023 (total),PM2.5 2023 (non-anthropogenic),PM2.5 2023 (anthropogenic)
88,E07000085,East Hampshire,10.5405,2.2138,8.3268,10.7161,2.201,8.5151,10.0977,2.2044,7.8933,8.6314,1.2974,7.3341,10.2275,0.5472,9.6803,9.4737,0.5597,8.914,9.4417,0.4863,8.9554,8.2471,0.5621,7.685,7.429,0.7516,6.6774,7.0968,0.4829,6.6139,7.1364,0.5288,6.6076,6.1701,0.5868,5.5833
89,E07000242,East Hertfordshire,11.5569,2.1385,9.4184,11.8299,2.0974,9.7324,11.3499,2.0809,9.269,9.9539,1.0834,8.8705,10.103,0.5507,9.5523,10.4062,0.5563,9.8498,10.0753,0.4794,9.5959,10.3684,0.5814,9.787,7.5763,0.6251,6.9512,7.6968,0.462,7.2348,8.6764,0.5969,8.0794,7.0666,0.5672,6.4995
90,E07000137,East Lindsey,10.4511,2.0264,8.4246,11.7173,2.1868,9.5305,11.6027,2.1419,9.4607,9.7318,1.0421,8.6897,8.7203,0.5189,8.2014,8.2391,0.4398,7.7993,8.7445,0.4627,8.2819,9.1022,0.4976,8.6045,6.0414,0.5103,5.5311,6.2058,0.418,5.7878,6.0241,0.4049,5.6193,6.7149,0.565,6.1499
91,,East Northamptonshire,11.2213,2.0881,9.1332,11.7677,2.1007,9.667,11.3378,2.0512,9.2865,10.0787,1.0376,9.0411,9.9875,0.5454,9.4421,9.7328,0.4965,9.2364,9.6243,0.4664,9.1579,9.8274,0.5463,9.2811,7.1318,0.5618,6.5699,,,,,,,,,
92,E06000011,East Riding of Yorkshire,10.6048,2.0017,8.6031,11.3476,2.1463,9.2014,11.2832,2.102,9.1812,9.4216,0.9757,8.4459,8.2897,0.486,7.8037,7.7998,0.4155,7.3843,8.335,0.4093,7.9257,8.502,0.4574,8.0446,5.8359,0.4957,5.3402,6.3344,0.4177,5.9167,6.2121,0.3653,5.8468,6.4057,0.4877,5.9179
93,E07000193,East Staffordshire,10.5168,2.0718,8.445,11.1727,2.0997,9.0731,10.9734,2.0624,8.911,9.5581,1.0395,8.5186,10.1578,0.5408,9.6169,9.1653,0.4507,8.7146,8.4018,0.3842,8.0176,9.8451,0.5171,9.328,6.776,0.5165,6.2595,6.7549,0.4,6.3549,7.4598,0.4653,6.9945,7.0167,0.5591,6.4576
94,E07000061,Eastbourne,10.1763,2.2947,7.8816,10.5302,2.2714,8.2588,9.7731,2.3051,7.468,9.1741,1.3938,7.7804,10.704,0.5616,10.1425,10.3238,0.8791,9.4447,9.9823,0.5932,9.389,9.1212,0.5684,8.5528,7.5815,0.6533,6.9282,6.4521,0.4049,6.0472,5.265,0.4595,4.8055,6.1718,0.7109,5.461
95,E07000086,Eastleigh,11.4512,2.2029,9.2483,11.5627,2.2065,9.3562,10.9192,2.2106,8.7086,9.8034,1.3064,8.497,11.327,0.5417,10.7854,10.407,0.5202,9.8868,10.6005,0.4733,10.1272,8.8772,0.5599,8.3173,8.04,0.7852,7.2548,7.6926,0.4965,7.1961,7.9519,0.5296,7.4224,6.5488,0.576,5.9728
96,E07000030,Eden,7.0521,1.8877,5.1644,8.1321,1.9958,6.1364,8.2406,1.8941,6.3465,6.9798,0.9715,6.0083,5.4072,0.3377,5.0696,5.4157,0.3513,5.0644,5.6199,0.2589,5.361,4.834,0.2606,4.5735,4.3276,0.4647,3.8629,4.4932,0.3707,4.1225,4.8241,0.3209,4.5032,,,
98,E07000207,Elmbridge,11.8324,2.1963,9.636,11.9542,2.1579,9.7963,11.3099,2.1646,9.1452,9.5911,1.213,8.378,11.3165,0.5528,10.7637,11.0005,0.6023,10.3982,11.0702,0.4982,10.572,10.5557,0.5736,9.9821,8.7354,0.6552,8.0802,8.0788,0.4499,7.6289,8.8822,0.5592,8.323,7.4686,0.5933,6.8753
99,E07000072,Epping Forest,12.3039,2.146,10.1579,12.4814,2.1144,10.367,12.0265,2.1243,9.9023,10.4839,1.1076,9.3763,10.7595,0.5536,10.206,11.0478,0.5709,10.4769,10.8349,0.4851,10.3498,10.9654,0.5792,10.3862,8.2259,0.6307,7.5952,7.9101,0.4464,7.4637,8.9758,0.587,8.3888,7.5299,0.575,6.955
100,E07000208,Epsom and Ewell,11.6366,2.2021,9.4345,11.8414,2.1651,9.6764,11.2708,2.1813,9.0895,9.7106,1.22,8.4906,11.6166,0.5552,11.0613,11.1388,0.6254,10.5134,11.279,0.5062,10.7728,10.6686,0.5726,10.096,9.0011,0.6513,8.3498,8.0903,0.4384,7.6519,8.893,0.551,8.3421,7.485,0.604,6.881
101,E07000036,Erewash,11.5842,2.0736,9.5105,12.1379,2.118,10.0199,11.9295,2.0752,9.8543,10.2051,1.0118,9.1933,11.2322,0.5611,10.6711,10.2746,0.4727,9.802,9.0853,0.3837,8.7017,10.3256,0.5124,9.8132,7.3441,0.5062,6.8379,7.7502,0.386,7.3642,8.9065,0.5,8.4065,7.9287,0.5626,7.3661
102,E07000041,Exeter,9.1169,2.1919,6.925,9.5328,2.2147,7.3181,9.0971,2.2469,6.8501,8.4255,1.3007,7.1248,9.2411,0.8668,8.3743,8.3726,0.6668,7.7058,7.4919,0.4664,7.0254,8.1501,0.728,7.4221,6.9942,0.806,6.1882,6.6353,0.6841,5.9512,4.0956,0.3624,3.7333,5.5868,0.7387,4.8481
103,E07000087,Fareham,11.1834,2.2224,8.9611,11.398,2.2201,9.1778,10.7885,2.2215,8.567,9.7821,1.3302,8.4519,11.4636,0.5437,10.9198,10.3136,0.5442,9.7694,10.5069,0.4812,10.0258,8.9718,0.5606,8.4111,8.065,0.7682,7.2968,7.5435,0.4892,7.0544,7.7736,0.5239,7.2497,6.4719,0.5816,5.8903
104,E07000010,Fenland,11.142,2.0601,9.082,12.2022,2.1191,10.0831,11.8553,2.0612,9.7941,10.3697,1.0389,9.3309,10.1796,0.5339,9.6457,9.4862,0.4869,8.9993,9.9367,0.4938,9.4429,9.9512,0.5199,9.4313,7.6674,0.5477,7.1197,6.6612,0.4244,6.2368,7.4925,0.4629,7.0295,7.0823,0.6148,6.4674
105,,Forest Heath,10.8661,2.0679,8.7982,11.5357,2.1101,9.4256,11.302,2.0701,9.2319,9.5493,1.0511,8.4982,9.9226,0.5345,9.3882,9.6318,0.5451,9.0867,9.8099,0.5041,9.3058,,,,,,,,,,,,,,,
106,E07000080,Forest of Dean,9.2206,2.0553,7.1654,10.6202,2.1252,8.4951,10.3612,2.1369,8.2244,8.6803,1.1552,7.525,8.9829,0.516,8.4669,7.9818,0.496,7.4858,8.2315,0.5372,7.6943,8.1916,0.5764,7.6153,6.5843,0.6786,5.9057,6.6562,0.5224,6.1338,6.4504,0.4955,5.9549,5.1949,0.4775,4.7174
107,E07000119,Fylde,8.1784,2.0876,6.0908,8.7695,2.0934,6.6761,8.5469,2.0388,6.508,7.7812,1.0859,6.6954,6.8352,0.4456,6.3896,6.1353,0.3581,5.7772,6.4481,0.3299,6.1182,6.423,0.4035,6.0195,5.3383,0.5913,4.7471,6.5422,0.4801,6.0621,6.6562,0.4667,6.1896,5.6669,0.574,5.0929
108,E08000037,Gateshead,9.182,1.8823,7.2998,9.4157,2.0024,7.4133,9.5257,1.9322,7.5936,6.9625,0.9081,6.0544,6.5894,0.3859,6.2036,6.699,0.3893,6.3097,6.9041,0.3067,6.5974,6.3801,0.3212,6.0589,5.4609,0.4676,4.9933,6.9205,0.3356,6.5848,7.4697,0.3529,7.1168,6.3767,0.433,5.9436
109,E07000173,Gedling,11.3488,2.067,9.2818,11.983,2.1331,9.8499,11.728,2.0871,9.6409,9.7359,1.0198,8.7162,10.7858,0.5523,10.2335,9.8832,0.4645,9.4187,8.9966,0.4011,8.5955,10.1139,0.5132,9.6007,7.3488,0.5091,6.8397,7.51,0.3898,7.1202,8.5858,0.4779,8.108,7.8127,0.5609,7.2518
111,E07000081,Gloucester,10.4698,2.0484,8.4214,11.1767,2.1131,9.0636,10.8319,2.1196,8.7124,8.9827,1.1362,7.8466,10.6461,0.5164,10.1297,9.4969,0.4905,9.0064,10.0707,0.5195,9.5513,9.6386,0.5713,9.0672,7.8939,0.6773,7.2167,7.7481,0.5082,7.2399,8.0013,0.4987,7.5026,6.1232,0.4783,5.6448
112,E07000088,Gosport,10.5136,2.2324,8.2812,10.7233,2.2281,8.4952,10.0757,2.2278,7.8479,10.1796,1.3434,8.8362,11.4771,0.5446,10.9325,10.2279,0.5606,9.6672,10.6211,0.4865,10.1346,9.0635,0.5611,8.5024,8.3201,0.7584,7.5617,7.5685,0.4847,7.0838,7.6651,0.52,7.1451,6.3793,0.5867,5.7926
113,E07000109,Gravesham,11.8828,2.14,9.7428,12.3614,2.1544,10.207,12.0678,2.2339,9.8339,10.2115,1.1381,9.0734,12.2764,0.569,11.7074,11.6031,0.6613,10.9417,11.7332,0.5183,11.2149,11.2319,0.5683,10.6636,9.1952,0.6429,8.5523,7.4187,0.375,7.0437,8.4702,0.5346,7.9356,7.4477,0.6194,6.8283
114,E07000145,Great Yarmouth,10.224,2.0455,8.1785,11.4127,2.1624,9.2503,11.3481,2.1666,9.1815,11.0543,1.0714,9.983,10.0916,0.5403,9.5513,9.4145,0.5422,8.8723,9.7636,0.491,9.2726,9.8279,0.5244,9.3035,7.6485,0.56,7.0886,6.7641,0.4227,6.3414,7.3324,0.4737,6.8586,7.0739,0.609,6.4649
115,E07000209,Guildford,11.2838,2.2077,9.0762,11.4602,2.1782,9.282,10.7636,2.1833,8.5803,8.9609,1.2544,7.7066,10.8766,0.5513,10.3253,10.4602,0.6039,9.8563,10.3606,0.5002,9.8604,9.6174,0.568,9.0495,8.153,0.6878,7.4652,7.6475,0.4588,7.1887,8.044,0.5378,7.5062,6.9258,0.5955,6.3302
116,E06000006,Halton,10.6133,2.1175,8.4957,10.5446,2.1027,8.4418,10.1926,2.064,8.1286,8.1422,1.1119,7.0303,9.341,0.4842,8.8567,8.2718,0.3725,7.8994,8.6189,0.3394,8.2796,9.1467,0.4733,8.6733,6.9574,0.5881,6.3693,7.2992,0.5015,6.7977,7.606,0.4883,7.1177,6.4081,0.577,5.8311
117,E07000164,Hambleton,9.447,1.951,7.496,9.6521,2.0352,7.617,9.7621,1.9753,7.7868,7.664,0.9052,6.7588,7.1293,0.4339,6.6954,7.1893,0.416,6.7733,7.2011,0.3511,6.85,7.4353,0.4198,7.0155,5.2084,0.477,4.7315,5.1171,0.3844,4.7326,5.6294,0.3378,5.2916,,,
118,E07000131,Harborough,10.8078,2.0758,8.7321,11.2913,2.106,9.1853,10.9897,2.0649,8.9248,9.6659,1.0233,8.6427,9.9834,0.5491,9.4343,9.2595,0.476,8.7835,8.9883,0.4424,8.5459,9.5257,0.5263,8.9995,6.6791,0.5236,6.1555,7.1416,0.4055,6.7361,8.1822,0.4905,7.6917,7.2414,0.5588,6.6826
119,E07000073,Harlow,12.0231,2.1385,9.8847,12.3327,2.1068,10.2259,11.8446,2.1076,9.7369,10.4231,1.0929,9.3302,10.4441,0.5526,9.8916,10.7211,0.5646,10.1565,10.4542,0.4831,9.9712,10.6281,0.579,10.0491,7.8884,0.6276,7.2609,8.0248,0.4518,7.573,9.2957,0.5891,8.7066,7.4265,0.5725,6.854
120,E07000165,Harrogate,9.0826,1.9805,7.1021,9.193,2.0518,7.1411,9.1506,1.9904,7.1602,7.4709,0.9608,6.5101,7.3475,0.4474,6.9,6.9278,0.3926,6.5352,7.0806,0.3428,6.7378,7.3633,0.4132,6.9501,5.5183,0.4954,5.0229,5.4871,0.3971,5.09,5.9011,0.3318,5.5693,,,
121,E07000089,Hart,10.7151,2.1846,8.5305,10.8727,2.1685,8.7043,10.2722,2.169,8.1032,8.5558,1.2364,7.3194,10.562,0.5479,10.0141,9.8957,0.5593,9.3364,9.9825,0.4856,9.4968,8.979,0.5652,8.4138,7.9534,0.7211,7.2323,7.4022,0.4753,6.9269,8.0302,0.5405,7.4896,6.6103,0.5812,6.0291
122,E06000001,Hartlepool,9.3626,1.9184,7.4442,9.2663,2.0199,7.2463,9.3309,1.9623,7.3686,6.9913,0.8808,6.1104,7.106,0.4158,6.6902,7.1427,0.4057,6.737,7.3237,0.3414,6.9823,7.1663,0.391,6.7753,5.4312,0.4682,4.963,6.0322,0.3597,5.6725,6.8205,0.3321,6.4884,5.7933,0.444,5.3493
123,E07000062,Hastings,10.4648,2.2528,8.212,11.0465,2.2506,8.7958,10.4441,2.3118,8.1324,10.6133,1.3282,9.2852,11.06,0.5648,10.4952,10.6275,0.8443,9.7833,10.2415,0.5814,9.6601,9.395,0.5675,8.8275,7.7565,0.647,7.1096,6.4877,0.3907,6.0969,5.7563,0.4698,5.2865,6.4094,0.6966,5.7127
124,E07000090,Havant,10.8144,2.2363,8.5781,10.9603,2.2263,8.7341,10.2372,2.2272,8.01,10.2427,1.3416,8.9011,11.5058,0.5466,10.9593,10.6235,0.5762,10.0473,10.7341,0.4919,10.2422,9.3074,0.5618,8.7456,8.2265,0.7508,7.4758,7.6395,0.4811,7.1584,7.4334,0.5193,6.9142,6.4712,0.5932,5.878
126,E06000019,County of Herefordshire,9.2822,2.0312,7.251,10.182,2.1114,8.0706,9.9553,2.1117,7.8436,8.7674,1.1396,7.6278,8.8065,0.4874,8.3191,7.6488,0.4905,7.1583,7.8403,0.5361,7.3042,8.0233,0.581,7.4424,5.9063,0.6518,5.2545,6.1351,0.5277,5.6074,5.9664,0.4649,5.5015,4.7121,0.4399,4.2722
127,E07000098,Hertsmere,12.3517,2.1655,10.1863,12.3527,2.1033,10.2494,11.8072,2.0818,9.7254,10.053,1.1201,8.9329,10.5268,0.5501,9.9767,11.0637,0.551,10.5127,10.8172,0.4746,10.3427,11.0622,0.5888,10.4734,8.0822,0.6294,7.4528,8.3189,0.4745,7.8444,9.6226,0.6138,9.0088,7.6746,0.5584,7.1161
128,E07000037,High Peak,9.2439,2.0667,7.1772,9.7118,2.0742,7.6376,9.3442,2.018,7.3262,7.8194,1.083,6.7364,7.8706,0.4694,7.4012,6.4872,0.3286,6.1586,6.6028,0.2903,6.3125,8.5134,0.4771,8.0363,5.9486,0.5383,5.4104,6.7355,0.4366,6.2989,6.9173,0.2747,6.6426,6.5069,0.5489,5.9581
129,E07000132,Hinckley and Bosworth,11.1334,2.0714,9.062,11.7833,2.1033,9.6801,11.5669,2.0673,9.4996,10.4153,1.0222,9.3931,10.4305,0.5512,9.8793,9.661,0.4728,9.1882,9.1404,0.4247,8.7156,9.9096,0.5205,9.3891,7.1037,0.5147,6.5891,7.8249,0.3986,7.4262,8.9451,0.4909,8.4542,7.6637,0.5569,7.1068
130,E07000227,Horsham,10.6262,2.2617,8.3645,10.7516,2.227,8.5246,10.0629,2.2388,7.8241,8.526,1.3427,7.1833,10.3889,0.5555,9.8335,9.991,0.7272,9.2637,9.7453,0.5419,9.2034,9.0819,0.5669,8.5151,7.4933,0.6781,6.8152,6.7557,0.4393,6.3164,6.1656,0.5005,5.6651,6.3292,0.6466,5.6826
131,E07000011,Huntingdon,11.3712,2.0879,9.2832,11.8795,2.1009,9.7786,11.5211,2.0496,9.4715,10.0935,1.0419,9.0515,10.1989,0.5431,9.6558,10.0072,0.5139,9.4933,10.0678,0.4803,9.5875,10.1952,0.5437,9.6515,7.5592,0.5688,6.9904,7.0984,0.4361,6.6622,8.0776,0.5122,7.5654,7.1607,0.5875,6.5732
132,E07000120,Hyndburn,9.6153,2.0456,7.5696,9.9245,2.0625,7.862,9.5566,2.0026,7.554,7.89,1.0563,6.8337,8.7023,0.4505,8.2518,7.6964,0.3545,7.3419,8.0695,0.3173,7.7521,8.0447,0.4056,7.6391,6.6476,0.5471,6.1004,6.3308,0.4436,5.8872,7.0769,0.3572,6.7197,6.5055,0.5447,5.9608
133,E07000202,Ipswich,11.2479,2.0761,9.1717,12.0244,2.1386,9.8859,11.8415,2.1599,9.6817,12.8065,1.0776,11.729,11.1451,0.5464,10.5987,10.6956,0.582,10.1136,10.9676,0.5041,10.4635,10.6133,0.5391,10.0741,8.2975,0.5809,7.7167,7.7277,0.4197,7.308,8.4883,0.4925,7.9958,7.4239,0.6145,6.8094
134,E06000046,Isle of Wight,9.4374,2.2397,7.1977,10.0102,2.2392,7.771,9.3063,2.2351,7.0712,9.3449,1.3594,7.9855,10.1055,0.5468,9.5588,9.1471,0.5711,8.5761,9.2131,0.4897,8.7234,8.0042,0.5613,7.4429,7.3128,0.7499,6.5629,6.516,0.481,6.035,6.3587,0.514,5.8448,5.6565,0.5887,5.0678
137,,Kettering,11.4422,2.0839,9.3582,11.8611,2.102,9.759,11.5162,2.0552,9.461,10.645,1.033,9.612,10.2402,0.5434,9.6968,9.8068,0.4878,9.319,9.9042,0.4599,9.4443,10.1074,0.5405,9.5669,7.3345,0.5461,6.7884,,,,,,,,,
138,E07000146,Kings Lynn and West Norfolk,10.6266,2.0425,8.5841,11.6153,2.1323,9.483,11.3882,2.076,9.3121,9.229,1.0425,8.1865,9.8566,0.5308,9.3257,9.0695,0.4924,8.5771,9.6613,0.4991,9.1622,9.69,0.5137,9.1764,7.51,0.5446,6.9654,6.1404,0.423,5.7173,6.8796,0.455,6.4246,6.9584,0.6244,6.334
139,E06000010,Kingston upon Hull,11.5612,2.0048,9.5564,12.2585,2.1663,10.0922,12.1213,2.1235,9.9978,9.3829,0.9929,8.39,9.6177,0.5017,9.116,8.9699,0.4169,8.5531,9.7553,0.4277,9.3277,9.605,0.4628,9.1422,7.1733,0.4991,6.6742,7.6056,0.4183,7.1873,7.5183,0.3701,7.1482,7.1935,0.4973,6.6961
140,E08000034,Kirklees,10.366,2.031,8.335,10.5933,2.0694,8.5239,10.1027,2.0079,8.0948,7.8438,1.043,6.8008,8.89,0.4671,8.423,7.5116,0.3401,7.1714,8.057,0.3085,7.7485,9.0255,0.4402,8.5853,6.9649,0.5335,6.4314,6.9066,0.43,6.4767,7.0964,0.2965,6.7999,6.9641,0.5238,6.4403
141,E08000011,Knowsley,10.5391,2.1249,8.4142,10.5895,2.108,8.4815,10.3129,2.0694,8.2435,8.7242,1.1139,7.6103,9.4907,0.4681,9.0226,8.4637,0.3617,8.102,8.9456,0.3436,8.602,9.1565,0.4546,8.7019,7.5592,0.6022,6.9569,8.0467,0.5076,7.539,8.7558,0.5102,8.2456,6.9229,0.5826,6.3403
142,E07000121,Lancaster,8.2508,2.0162,6.2346,8.6581,2.0574,6.6007,8.4921,1.985,6.5072,8.4924,1.0409,7.4515,6.9671,0.4075,6.5595,6.454,0.3594,6.0946,6.9923,0.3054,6.6869,6.4571,0.3357,6.1215,5.4444,0.548,4.8965,5.9414,0.4259,5.5156,6.3121,0.3838,5.9284,5.6901,0.5065,5.1836
143,E08000035,Leeds,10.8345,2.0089,8.8257,10.9396,2.0707,8.8688,10.7183,2.0099,8.7084,8.5108,1.0067,7.5041,9.2986,0.4645,8.8341,8.3417,0.3636,7.9781,8.9153,0.3339,8.5814,9.262,0.4242,8.8378,7.6931,0.5224,7.1707,7.1876,0.4272,6.7603,7.5758,0.3269,7.249,7.3116,0.5019,6.8097
144,E06000016,Leicester,12.5648,2.0748,10.4899,12.7609,2.111,10.6499,12.5254,2.0703,10.4551,10.6064,1.0124,9.594,11.4444,0.5576,10.8868,10.5796,0.4745,10.1051,10.2674,0.4312,9.8362,10.7195,0.5174,10.2021,8.001,0.5122,7.4888,8.3279,0.3935,7.9344,9.5591,0.497,9.0621,8.325,0.5614,7.7636
146,E07000063,Lewes,10.087,2.3081,7.7789,10.26,2.2716,7.9884,9.4617,2.2894,7.1723,8.2585,1.4163,6.8422,10.251,0.5598,9.6912,9.9971,0.8679,9.1292,9.5525,0.5895,8.9631,8.8492,0.5682,8.281,7.2463,0.6599,6.5864,6.2716,0.4149,5.8567,4.9337,0.4626,4.4711,6.0942,0.7059,5.3884
147,E07000194,Lichfield,10.8015,2.0651,8.7364,11.1555,2.0957,9.0598,10.901,2.0645,8.8365,9.1962,1.0516,8.1447,10.0438,0.5317,9.5121,9.0687,0.4529,8.6158,8.5628,0.4056,8.1573,9.7746,0.5266,9.2479,6.8908,0.5228,6.3679,6.8498,0.4137,6.4361,7.3466,0.4638,6.8828,6.9873,0.5493,6.438
148,E07000138,Lincoln,11.2334,2.0366,9.1968,12.0118,2.1973,9.8146,11.9215,2.1497,9.7718,9.7727,1.058,8.7146,9.2203,0.5202,8.7001,8.927,0.4356,8.4914,9.589,0.4673,9.1217,9.7712,0.4971,9.2741,6.3638,0.5026,5.8611,6.817,0.4082,6.4088,6.1407,0.3815,5.7591,7.4844,0.5519,6.9325
149,E08000012,Liverpool,10.0857,2.135,7.9506,10.2483,2.1147,8.1336,10.0155,2.0788,7.9367,8.0659,1.12,6.946,9.6729,0.4686,9.2043,8.4986,0.3659,8.1327,9.3334,0.3494,8.984,9.2571,0.4656,8.7915,7.8965,0.6138,7.2827,7.7285,0.5124,7.216,8.0935,0.5405,7.553,6.6652,0.5875,6.0776
150,E06000032,Luton,12.49,2.1467,10.3433,12.4527,2.0813,10.3714,11.9427,2.0336,9.9091,9.8598,1.0795,8.7803,10.9531,0.5496,10.4035,11.5342,0.5464,10.9878,11.3321,0.4723,10.8599,11.5073,0.5906,10.9167,8.3424,0.627,7.7154,8.2247,0.4789,7.7458,9.4537,0.6194,8.8343,7.5198,0.5548,6.965
152,E07000110,Maidstone,11.1735,2.1473,9.0262,11.8725,2.1794,9.6931,11.6577,2.2894,9.3684,10.6729,1.1627,9.5102,11.5415,0.5718,10.9696,10.8068,0.7319,10.0749,10.6754,0.5424,10.133,10.0746,0.5662,9.5083,8.5076,0.6443,7.8633,7.0602,0.3634,6.6969,7.6949,0.5067,7.1882,7.0648,0.6495,6.4153
153,E07000074,Maldon,11.0096,2.1009,8.9087,11.9045,2.1357,9.7688,11.6758,2.1893,9.4866,10.4319,1.0902,9.3417,10.3496,0.5598,9.7898,9.9517,0.6155,9.3362,9.7416,0.505,9.2365,9.6676,0.5587,9.1089,7.5858,0.6293,6.9566,6.859,0.4025,6.4564,7.7243,0.5339,7.1904,6.7436,0.6071,6.1365
154,E07000235,Malvern Hills,9.617,2.0229,7.5941,10.3116,2.0946,8.217,10.0318,2.0893,7.9425,8.612,1.1065,7.5055,8.8481,0.485,8.3631,7.7628,0.4872,7.2755,7.967,0.5023,7.4647,8.357,0.5693,7.7877,6.1888,0.6006,5.5882,6.3815,0.4812,5.9003,6.2413,0.4684,5.7729,5.0503,0.4481,4.6022
155,E08000003,Manchester,11.1251,2.0735,9.0516,11.251,2.0744,9.1766,11.0254,2.0211,9.0043,8.6619,1.0849,7.577,9.5143,0.475,9.0393,8.1876,0.3408,7.8468,8.679,0.3053,8.3737,9.7127,0.4607,9.252,7.5337,0.5427,6.9909,7.8621,0.45,7.4122,8.1835,0.3146,7.8689,7.5391,0.5535,6.9856
156,E07000174,Mansfield,11.0271,2.0581,8.9691,12.6421,2.1332,10.5089,12.1093,2.0837,10.0257,9.3281,1.0398,8.2883,9.6989,0.5244,9.1745,8.8269,0.4265,8.4005,8.441,0.3818,8.0592,9.7751,0.5038,9.2714,6.7388,0.5124,6.2264,7.0845,0.3991,6.6854,7.6336,0.4098,7.2239,7.512,0.5543,6.9577
157,E06000035,Medway,11.7634,2.1207,9.6427,12.3261,2.16,10.1661,12.0784,2.266,9.8124,10.8317,1.125,9.7067,12.7759,0.5716,12.2042,11.8858,0.6858,11.2001,12.0612,0.5266,11.5346,11.3632,0.5661,10.7972,9.5908,0.644,8.9469,7.4866,0.3642,7.1224,8.5327,0.5227,8.01,7.4511,0.6302,6.8209
158,E07000133,Melton,10.9035,2.0704,8.8331,11.5143,2.1293,9.385,11.2992,2.0832,9.2159,10.2152,1.0135,9.2017,10.0659,0.5537,9.5122,9.2768,0.4706,8.8062,8.6671,0.4315,8.2356,9.4582,0.5152,8.943,6.5028,0.5126,5.9902,6.9113,0.3923,6.519,7.8698,0.4857,7.3841,7.1654,0.5615,6.6039
159,E07000187,Mendip,9.282,2.1328,7.1492,10.0833,2.1729,7.9104,9.661,2.2012,7.4598,8.3869,1.2376,7.1493,9.2189,0.6363,8.5826,8.2194,0.5208,7.6986,8.1116,0.5087,7.6029,7.7275,0.5761,7.1514,6.7392,0.7454,5.9939,6.6607,0.5333,6.1274,6.3592,0.5169,5.8423,,,
161,E07000042,Mid Devon,8.8076,2.1979,6.6097,9.6246,2.2279,7.3968,9.3311,2.2582,7.0729,8.2931,1.2948,6.9983,8.1719,0.8429,7.3291,7.4623,0.6475,6.8148,6.5358,0.5028,6.033,7.2827,0.704,6.5787,6.2381,0.8007,5.4374,6.3308,0.6714,5.6594,4.3632,0.4112,3.952,5.4083,0.7189,4.6894
162,E07000203,Mid Suffolk,11.1554,2.068,9.0873,12.0604,2.1312,9.9292,11.9754,2.1301,9.8454,9.9865,1.0666,8.9198,10.1047,0.5407,9.564,9.8222,0.566,9.2562,9.9134,0.5038,9.4096,9.8813,0.5303,9.351,7.4767,0.5671,6.9096,6.4637,0.4231,6.0405,7.124,0.4815,6.6425,6.9416,0.6184,6.3231
163,E07000228,Mid Sussex,10.6934,2.2765,8.4169,10.8466,2.2377,8.6089,10.1408,2.2596,7.8812,8.5939,1.3563,7.2376,10.6483,0.5598,10.0885,10.3228,0.7966,9.5262,9.9458,0.5655,9.3802,9.2859,0.5677,8.7182,7.6616,0.6602,7.0013,6.8632,0.4178,6.4455,5.9274,0.4835,5.4439,6.4343,0.6764,5.7579
164,E06000002,Middlesbrough,9.6503,1.9297,7.7205,9.7289,2.0233,7.7056,9.9379,1.9655,7.9724,7.2911,0.8765,6.4146,7.6722,0.4254,7.2467,7.744,0.4174,7.3266,8.0331,0.3513,7.6818,8.0532,0.419,7.6342,5.8369,0.4693,5.3676,6.9534,0.3732,6.5802,7.9324,0.3311,7.6013,6.5382,0.4445,6.0937
165,E06000042,Milton Keynes,11.4989,2.1125,9.3864,11.6655,2.0898,9.5757,11.2093,2.0475,9.1618,9.4617,1.0688,8.3929,10.9446,0.5473,10.3972,10.8613,0.5431,10.3182,10.8559,0.4787,10.3773,10.8287,0.5732,10.2556,8.16,0.6216,7.5384,7.6113,0.4607,7.1506,8.7139,0.5813,8.1326,7.2166,0.5549,6.6617
166,E07000210,Mole Valley,11.1126,2.2185,8.8941,11.2796,2.1823,9.0972,10.7761,2.1966,8.5795,8.9466,1.2562,7.6904,10.7149,0.555,10.1599,10.3511,0.6479,9.7032,10.2431,0.5149,9.7283,9.6852,0.57,9.1153,7.9808,0.662,7.3188,7.2872,0.4402,6.847,7.6105,0.5345,7.076,6.8909,0.613,6.2779
